,caption
164,"Beach Clean Up - Clean Up No. 45
Location: Pantai Cempaka
Date: 7.8.2022 

Trash collected: 
52 bags mixed waste
7 bags recycled waste 

Mostly single use plastic bags, plastic cups & bottles, plastic food containers, ghost nets and rope 

Weight of trash:
Approximately 371 kg 

Number of heroes: 59 
•50 adults
•9 kids 

Thank you to all sponsors: 
• Majlis Bandaraya Kuantan & Alam Flora for the massive tong roro (and for helping to transport the trash & recyclables after the clean up) 
• Kay Shoun : for the cloth gloves (which we washed and will #reuse at our next clean up as usual - #zerowaste) 

Pantai Cempaka is a scenic fishing village with tourism potential. However, it is in dire straits and in need of serious care. We hope to have raised some awareness on the trash and plastic pollution in the local area today. We now leave it in the good hands of the people in the village to keep up the good work and maintain the cleanliness in the area. 

Our beach clean up collaboration with the Lions Club Indera Mahkota today brought out 59 volunteers in total (including 9 kids). 

We were also joined by:-
• Kuantan City Council, Alam Flora & SW Corp personnel (En. Izham, Pn. Sabrina, En. Faizal, En. Rosyam & the rest of the team)
• Chairman JPKK Pantai Cempaka, Tn. Haji Kamarisan Bin Zahari 
• A team from YB Fuziah Salleh's office (Member of Parliament of Kuantan) led by her Special Officer, Tn. Haji Fakhrul Anuar Zulkawi & Pn. Ayu from the Youth Wing of Wanita Keadilan. 

We thank every single volunteer who came out in full force today. 👍💛🙌 

If you would like to volunteer at our next clean up, watch this space. If you would like to sponsor bags, pickers or tshirts for our volunteers (or anything else which may aid our clean ups), do drop us a message.

#stoplittering #litterpick #environment #awareness #wastedisposal #responsibledisposal #nosingleuseplastic #stopplasticpollution #ecowarriors #ecovolunteers #eastcoast #beachcleanup #oceancleanup #sukarelawan #alamsekitar #wirakebersihan #pantaitimur #kuantan #pantaicempaka #pantaitelukcempaka #kampungcempaka #pantaisepat #pantaianakair #lionsclubinderamahkota #trashherokuantan #trashheromalaysia #trashheroworld"
165,"Beach Clean Up - Clean Up No. 45
Lokasi: Pantai Cempaka
Tarikh: 7.8.2022 

Sampah yang dikutip: 
52 beg sampah campuran
7 beg sampah plastik kitar semula 

Kebanyakkan sampah adalah beg plastik sekali guna, botol² plastik sekali guna, bekas minuman & makanan plastik, bungkusan makanan, tali dan pukat/jala nelayan yg terbiar 

Berat sampah yang dikutip: Anggaran 371kg 

Bilangan wira: 59 
•50 dewasa
•9 kanak-kanak 

Sponsor: 
• Majlis Bandaraya Kuantan (En. Izham & Pn. Sabrina) & Alam Flora (En. Rosyam) yg menyediakan tong roro di Pantai Cempaka (& menolong untuk menghantar semua sampah/plastik kitar semula yg telah dikutip ke tempat sepatutnya) 
• Kay Shoun : Untuk sarung tangan kain yang telah digunakan pada hari ini (& telah dicuci bersih untuk diguna semula pada sesi clean up akan datang - #zerowaste #reuse) 

Terima kasih kepada semua sponsor² kami 🙏 

Pantai Cempaka berdekatan kampung nelayan merupakan pantai yang cukup cantik dengan persekitaran yang berpotensi utk aktiviti pelancongan. Tetapi kawasan ini amat memerlukan pertolongan orang ramai untuk memastikan persekitaran pantai dan kampung dipelihara. 

Hari ini sejumlah 59 sukarelawan (termasuk 9 orang kanak²) telah turut serta dalam kolaborasi pembersihan pantai oleh Trash Hero Kuantan bersama-sama Lions Club Indera Mahkota di Pantai Cempaka. 

Terima kasih kepada semua sukarelawan! 💛

Turut serta pada pagi ini:-
• Team dari @majlisbandarayakuantan - Jabatan Pembangunan Komuniti & Perkhidmatan Perbandaran (En. Faizal), @alamflorasdnbhd (En. Rosyam) & juga ahli² SW Corp 
• Pengerusi JPKK Pantai Cempaka Tn. Haji Kamarisan Bin Zahari serta team
• Team dari pejabat YB Hajah Fuziah Salleh, Ahli Parlimen Kuantan, yg. diketuai oleh Pegawai Khas beliau, Tn. Haji Fakhrul Anuar Zulkawi & Pn. Ayu drp. Srikandi Wanita Keadilan 

Jika anda ingin turut serta sebagai sukarelawan di clean up yang akan datang, sila pantau IG / FB Trash Hero Kuantan untuk butir² lanjut. Jika anda ingin sponsor beg²/pickers/barang² yg boleh digunakan di clean up, tolong DM kami. Terima kasih 💛

#beachcleanup #oceancleanup #litterpick #environment #awareness #responsibledisposal #nosingleuseplastic #stopplasticpollution #savetheplanet"
166,"We have just wrapped up a successful first collaboration event between @selangor_maritime_gateway, Raleigh KL and @circularfuturemy for the Mangroves Cleanup at Klang River yesterday. Plastic bottles, aluminium cans, used product packaging, polystyrene foam boards, worn-out bags, shoes and even helmets can be spotted trapped in the Mangrove forest. From this cleanup, total of 910kg of trash was collected! Huge thanks to all our volunteers for their amazing support and hard work throughout the cleanup. May you all continue to make a difference for a better world. 

Swipe ▶️ to see the difference we made in less than 1 day!

Looking forward for more events like this with @selangor_maritime_gateway & @circularfuturemy 

#raleighkualalumpur #environment #sdg #sdg11 #globalgoals #sustainable #circularfuture  #mangrovecleanup #zerowaste #oceancleanup #klangriver #circulareconomy"
167,"The largest and most ambitious ocean cleanup project in history is claiming its first 100,000 kg of plastic removed from the Great Pacific Garbage Patch.

The company behind the project, called The Ocean Cleanup, announced the milestone this week, about a year after its second system was deployed to the Pacific Ocean between California and Hawaii.

Since then, the system has collected 101,353 kg of plastic over 45 extractions, sweeping an area approximately the size of Rhode Island. Combined with its first system, the total amount of plastic collected weighs in at 108,526 kg, more than the combined weight of two and a half Boeing 737-800s. #oceancleanup #plasticfree #ocean #Maritime #MarineIndustry #OceanLife #CleanSeas"
168,"The largest and most ambitious ocean cleanup project in history is claiming its first 100,000 kg of plastic removed from the Great Pacific Garbage Patch.

The company behind the project, called The Ocean Cleanup, announced the milestone this week, about a year after its second system was deployed to the Pacific Ocean between California and Hawaii.

Since then, the system has collected 101,353 kg of plastic over 45 extractions, sweeping an area approximately the size of Rhode Island. Combined with its first system, the total amount of plastic collected weighs in at 108,526 kg, more than the combined weight of two and a half Boeing 737-800s. #oceancleanup #plasticfree #ocean #Maritime #MarineIndustry #OceanLife #CleanSeas"
169,"The largest and most ambitious ocean cleanup project in history is claiming its first 100,000 kg of plastic removed from the Great Pacific Garbage Patch.

The company behind the project, called The Ocean Cleanup, announced the milestone this week, about a year after its second system was deployed to the Pacific Ocean between California and Hawaii.

Since then, the system has collected 101,353 kg of plastic over 45 extractions, sweeping an area approximately the size of Rhode Island. Combined with its first system, the total amount of plastic collected weighs in at 108,526 kg, more than the combined weight of two and a half Boeing 737-800s. #oceancleanup #plasticfree #ocean #Maritime #MarineIndustry #OceanLife #CleanSeas"
170,"The largest and most ambitious ocean cleanup project in history is claiming its first 100,000 kg of plastic removed from the Great Pacific Garbage Patch.

The company behind the project, called The Ocean Cleanup, announced the milestone this week, about a year after its second system was deployed to the Pacific Ocean between California and Hawaii.

Since then, the system has collected 101,353 kg of plastic over 45 extractions, sweeping an area approximately the size of Rhode Island. Combined with its first system, the total amount of plastic collected weighs in at 108,526 kg, more than the combined weight of two and a half Boeing 737-800s. #oceancleanup #plasticfree #ocean #Maritime #MarineIndustry #OceanLife #CleanSeas"
171,"The largest and most ambitious ocean cleanup project in history is claiming its first 100,000 kg of plastic removed from the Great Pacific Garbage Patch.

The company behind the project, called The Ocean Cleanup, announced the milestone this week, about a year after its second system was deployed to the Pacific Ocean between California and Hawaii.

Since then, the system has collected 101,353 kg of plastic over 45 extractions, sweeping an area approximately the size of Rhode Island. Combined with its first system, the total amount of plastic collected weighs in at 108,526 kg, more than the combined weight of two and a half Boeing 737-800s. #oceancleanup #plasticfree #ocean #Maritime #MarineIndustry #OceanLife #CleanSeas"
172,"This week, efforts to clean up the Great Pacific garbage patch reached a milestone: 100,000kg of plastic removed so far! 🌊 

The Ocean Cleanup uses computer modelling to predict where large concentrations of rubbish will accumulate, and skims it from the sea using giant booms. The nonprofit deploys similar technology at river mouths to stop plastic entering oceans in the first place.

Together we can make a difference. Together, we are #futurepositive.

Share, Follow and Subscribe for more positive stories!

#oceancleanup #oceancleanupproject #greatpacificgarbagepatch #greatpacific #singleuseplastic #technologyrocks #rivers #postivechange #neutrality #technology #energy #environmentalimpact #sustainablefuture #sustainabilityreport #climatetargets #cop26 #sustainability #ecofriendly #netzero #sustainableliving #environment #zerowaste #climatechange #gogreen #savetheplanet #earth"
173,"Just one bit of aprox. 200 kg we've collected on the sea bottom in @kornati_national_park

Freediving buoys were very useful for carrying the load 😊💪

They say ""Live long and prosper"",  we say ""Dive safely and clean up"" 🖖 😁🤿

#freediving #freediver #freedive #freediverlife #croatia #freedivingcruise #cruise #sailing #dream #ocean #apnea #island #freedivinglife #sea #ocean #sail #archipelago #oceancleanup"
174,"The Great Pacific Garbage Patch cleanup has hit a huge milestone, 100,000kg of plastic has been removed so far by non-profit organisation The Ocean Cleanup. 
For some mind-blowing context the Great Pacific Garbage Patch is THREE times the size of France!
This amazing group of people are dedicating their time to developing technologies that will clear our oceans at an increased rate, now that gets our seal of approval 🦭 👏🏼

#oceancleanup #saynotoplastic #sustainablePR"
175,"The #OceanCleanup has now officially removed more than 100,000kg of plastic from the Great Pacific Garbage Patch (GPGP).

Since deployment in August 2021, the project’s ocean-cleaning System 002 has now collected 101,353kg of plastic over 45 extractions, sweeping an area of ocean of over 3,000km2 – comparable to the size of Luxembourg or Rhode Island.

-Article Link in comments-"
176,"Look at this amazing initiative from our partner @oceanic.society ! 👀 This means that for every person on a Planet Deep expedition 200lbs of marine debris will be removed!! For just ONE of our expeditions, thats nearly a TONNE!! 🤯 Copy and Paste this link to read all about it! 👇
.
https://www.oceanicsociety.org/news-and-announcements/oceanic-society-launches-traveler-plastic-pollution-offset-program/
.
👉Tell us in the comments about any other marine debris initiatives you are aware of!
.
Interested in joining one of our expeditions and contributing to the #oceancleanup? DM or drop us a line at expeditions@planetdeep.org
.
Like and share our page to spread the word! 📢
.
#saveouroceans #conservation #cetaceans #marinedebris #kkdalorpantar #dkpntt #kkpdpremiun #SUOPKKPD #kcdkp #djprl #iucn #aliansibaharialor #hopespots #missionblue #imma #mma #oceanconservation #bluewhales #bandablues #indonesia #coraltriangle #PausBiru #mpa #marineprotectedarea #natgeo"
177,"Check out these pics from our Dive Against Debris trip today! Krissy, our Director of Conservation, is working hard to make these trips a success. The crew pulled 263 lbs. of trash out of the ocean! 😱😱😱 

🗓Our next Dive Against Debris trip is Friday August 26, 1pm. Give us a call to sign up! 

#keylargo #keylargoadventures #floridakeys #florida #piratescove #ocean #scubadiving #savetheplanet #savetheoceans #padiaware #padiawarefoundation #oceancleanup #savetheturtles #padi #diveagainstdebris #classynottrashy"
178,"Just a reminder crew mates, I'm giving away sample packs all next month with the purchase of any 1lb bag. 🤙☕️

Swipe to the next slide to see where to enter your details to receive a sample pack with your order. 

Fun compliments are not necessary with your purchase but always welcome. 😉
.
.
.
#supportlocalbusiness #theabysscoffeeco #michigancoffee #michigansmallbusiness #oceancleanup #lakecleanup #shopsmallmichigan #oceanvibes #seacreatures #michiganmade #nauticalvibes #coffeegram #coffeeaddict #savethesharks #savethefishies"
179,"Thanks #oceancleanup for cleaning up 100.000kg ! 

#plasticfree #wnf #oceanlife #oceanlover #wwf #whales #drawinganimals #digitalartist #animalsofinstagram #helpanimals #helpsavetheplanet #helpsavealife"
180,"SHOP NOW to support sanctuaries! 💙 Earlier this year, the @marinesanctuaryfdn partnered with @unitedbyblue on ocean cleanups that removed almost 10,000 pounds of marine debris from Channel Islands and Florida Keys National Marine Sanctuaries! 

Want to look good while doing good for our ocean and coasts? Shop @unitedbyblue using the link in bio, and 10% of your order will be donated directly to support our vital work protecting our ocean, coasts, and Great Lakes for current and future generations to enjoy!

 Shop now through July 31 at the link in bio! 

📷: @dustinhphotos, @islandpackers"
181,"More than 100,000kg of plastic removed from the Great Pacific Garbage Patch 🌊 💦 🗑 🚧🛟#oceancleanup #psa #cleanwaters #ocean #cleanup #oceano 

🇧🇷 Mais de 100.000 kg de plástico removidos da Great Pacific Garbage Patch"
182,"The Ocean Cleanup Project has reached an exciting milestone - they have officially removed over 100,000 kg of plastic from the Great Pacific Garbage Patch! Since the deployment of System 002 (aka “Jenny”) almost a year ago, they have collected 101,353 kg of plastic over 45 extractions.

The group has covered an area of the ocean over 3,000 km2, which is comparable to the size of Luxembourg. They reported that the weight of all the trash collected amounts to more than two and a half Boeing 737-800s combined!

The 100,000 kg milestone is a major marker of success for a project that has been in the works for the past decade, but there is still a long way to go. “If we repeat this 100,000 kg haul 1,000 times, the Great Pacific Garbage Patch will be gone,” wrote The Ocean Cleanup. 

However, System 002 is still an experimental system. And now that their technology has proved a success, they are ready to move on to the new System 03 which is expected to capture plastic at a rate potentially 10 times higher! 

#goodnews #news #environment #climateaction #oceanlife #oceancleanup #oceancleanupproject #plasticpollution #reducereuserecycle #noplanetb"
183,"Big news for #PlasticFreeJuly:⁠
⁠
@theoceancleaup up have hit a major milestone - 100,000kg of plastic removed from the Great Pacific Garbage Patch! ⁠
⁠
BUT that's only 1/1000th of the plastic that makes up the infamous garbage patch. ⁠
⁠
We can't drown our plastic problem, we can't incinerate it, and we can't recycle our way out of it either. The only option is LESS PLASTIC."
184,"A non-profit @theoceancleanup has removed more than 100,000 kg of plastic from the Great Pacific Garbage Patch (GPGP).

Since deployment in August 2021, System 002 has now collected 101,353 kg of plastic over 45 extractions, sweeping an area of the ocean of over 3,000 km2 – comparable to the size of Luxembourg. 

According to their 2018 study which mapped the patch, the total amount of accumulated plastic is 79,000,000 kg, or 100,000,000 kg if they include the Outer GPGP. Thus, if they repeat the 100,000 kg haul 1,000 times – the Great Pacific Garbage Patch will be gone.

Finally, some good news for our little blue planet.

https://theoceancleanup.com/

#OceanCleanUp #Sustainability #SGD #CleanOceans"
185,"Thank YOU to everyone who came out and helped with the #BLF beach cleanup at La Jolla Shores! We picked up over 35 lbs of trash- mostly small pieces of plastic, styrofoam bits, and cigarette butts. 

Special shout-out to our raffle donors @patagonia, @mitchssurfshop, Whale Watch SD and @lajollakayak! Also a big thanks to @starbucks for providing the coffee fuel and @morganraith for capturing a few pics! #oceancleanup #saveouroceans #blfoundation #rigstoreefs #womeninSTEM #conservation #california #nature #ocean #exploration #marinebiology"
186,"MRF are proud to have been a part of the recent Underwater Clean-Up Programme in conjunction with Tunku Abdul Rahman Park's 48th Anniversary. Thank you to the Ministry of Tourism, Culture and Environment Sabah (KePKAS), Sabah Parks & Reef Check Malaysia for organising the event. Over 70 volunteers participated from various backgrounds for one reason only - to keep our Parks' reefs clean from marine debris. And we successfully collected a total of 130kg of trash - plastics mainly!

We may not be able to solve the marine debris issue in our waters in one clean-up, but we definitely made an impact, while we work on long term solutions to fight this global problem.

Much gratitude to all the volunteers involved - from individuals to organisations, no matter where they come from - we did it, together!! Here's to more collaboration in the future!

Our heartiest congratulations to Sabah Parks, Reef Check Malaysia, Dive Operators (Scuba Junkie SEAS, Dive Borneo Bah, SeaTango, Go Aquatic), Dive Rangers, Organisations (Malaysia Ocean Youth Ambassadors, Seed of Hope), Government Agencies, and many, many more!

#sabahparks #sparks #reefcheckmalaysia #oceancleanup #beachcleanup #oceanplastics #plasticpollution #kinabaludiverangers #oceanyouth #oceanyouth #scubajunkie #mrfasia #marineplastics #kepkas"
187,"100,000 kgs of plastic has been removed from the Great Pacific Garbage Patch. #plastic #oceanplastic #environment #pollution #oceancleanup"
188,"So good to have a reliable outboard! Yesterday’s solo cleanup along the Fleurieu coast. I Managed to find a spot safe enough to get our small boat in & cleanup a stretch. Covered roughly 350meters of the coast and collected 57 kilograms worth of rubbish  including a tyre, big plastics & lots of glass. 
Safely removed to be Data logged & ♻️’d.

#beachbushmarine #yamaharightwaters #oceancleanup #coastcleanup #volunteer #remoterubbishremoval #oca4 #ocasack #ocacleanup #yamaha #revsyourheart"
189,"The team gets to travel to some incredibly beautiful locations for cleanup projects like this one near Quadra Island. These picturesque locations might look clean from above, but below the surface can sometimes lie unseen trash and debris. Beneath this view lay gear including aquaculture, rope, predator net, and other miscellaneous derelict gear. 
On this trip, we collected around 1200kg of gear 😱 
Want to help support our work in cleaning up BC’s waters from #ghostgear? Donate at the link in our bio to help fill our tanks!
#cleanocean #oceancleanup #ghostgear #ocean #oceanconservation #pacificocean 
📷 Markus Thompson @markus.thalassia"
190,"🌝 It's #cozytime! This guy's available in rose, blue & green. ⁠
🌊 And for every #sustainable #sweatshirt purchased 🌟BY MIDNIGHT🌟 1kg of ocean-bound plastic will be removed and recycled into a closed-loop supply chain by @plasticbank. And that plastic will never pollute our #oceans again! Amen.⁠
⁠
⬆️ Link in bio!⁠
.⁠
.⁠
.⁠
[Video Description: Sliding images of a #pullover with #beeart in three colors, available in the #UpRootDesignStudio shop.]⁠
.⁠
.⁠
.⁠
.⁠
#plasticfreejuly #teemillshop #digitalartist #surfacedesign #womanartist #womenillustratorsofig #illustratorsofig #cleanoceans #saveouroceans #takeaction #climate #climatevictory #ocean #sustainability #oceancleanup #recycle #breakfreefromplastic #bee #folkart #cutebee #jumper #loungewear #relax"
191,"New totes, tees, puzzles and more with hand drawn art by moi are up at my fledgling TeeMill shop. Purchasing any of these items supports oceans cleanup, wildlife protection, organic local farms & environmental justice causes.  I’d love for you to join me @uprootdesignstudio
as I go on my sustainable design journey! 
•
Repost @uprootdesignstudio 

Replacing #plastic bags with #totes is a super easy #greenswap you can do to help the #Earth (and feel happy while grocery shopping)...⁠
⁠
These #totebags were #handdrawn with #love by me, and this weekend, for every tote purchased, 1 kg of plastic (or 50 plastic bottles!) will be recovered and recycled into a closed loop supply chain by @plasticbank, removing this plastic from our #oceans forever.⁠
⁠
I'm curious which design is your favorite, or maybe you just have to get all 3! Go for it with #joy -- any totes you order (or anything else on my stores for that matter) will be sustainably printed just for you with natural/recycled materials in @teemillstore's renewable-energy factory. Everything is #ethically-sourced and washable with no microplastics going back into our oceans.⁠
⁠
⬆️ Shop link in bio!⁠
.⁠
.⁠
.⁠
.⁠
[Video Description: Three tote bags available through UpRoot Design Studio, sold in support of ocean-bound plastic cleanup.]⁠
.⁠
.⁠
.⁠
#1Tee1KG #oceanlife #life #theocean #oceangram #oceanography #sealife #plasticfreejuly #plasticfree #digitalartist #surfacedesign #womanartist #illustratorsofig #cleanoceans #saveouroceans #climate #ocean #sustainability #oceancleanup #breakfreefromplastic⁠"
192,"Replacing #plastic bags with #totes is a super easy #greenswap you can do to help the #Earth (and feel happy while grocery shopping)...⁠
⁠
These #totebags were #handdrawn with #love by me, and this weekend, for every tote purchased, 1 kg of plastic (or 50 plastic bottles!) will be recovered and recycled into a closed loop supply chain by @plasticbank, removing this plastic from our #oceans forever.⁠
⁠
I'm curious which design is your favorite, or maybe you just have to get all 3! Go for it with #joy -- any totes you order (or anything else on my stores for that matter) will be sustainably printed just for you with natural/recycled materials in @teemillstore's renewable-energy factory. Everything is #ethically-sourced and washable with no microplastics going back into our oceans.⁠
⁠
⬆️ Shop link in bio!⁠
.⁠
.⁠
.⁠
.⁠
[Video Description: Three tote bags available through UpRoot Design Studio, sold in support of ocean-bound plastic cleanup.]⁠
.⁠
.⁠
.⁠
#1Tee1KG #oceanlife #life #theocean #oceangram #oceanography #sealife #plasticfreejuly #plasticfree #digitalartist #surfacedesign #womanartist #illustratorsofig #cleanoceans #saveouroceans #climate #ocean #sustainability #oceancleanup #breakfreefromplastic⁠"
193,"😎 TODAY! 😎 Help your cuties stay cool + help our #oceans get to #plasticfree status at the same time! For every #sustainable tee purchased today, 1 kg of ocean-bound plastic will be removed and recycled into a closed-loop supply chain by @plasticbank so that plastic is never ocean bound again. (Though I do wish *I* were ocean bound today... whew is it hot! #climatechangeisreal)⁠
⁠
⬆️ Link in bio!⁠
.⁠
.⁠
.⁠
[Video Description: Sliding images of #handdrawn #hummingbird art from #UpRootDesignStudio on #kidstees in various colors.]⁠
.⁠
.⁠
.⁠
.⁠
#plasticfreejuly #teemillshop #digitalartist #surfacedesign #womanartist #womenillustratorsofig #illustratorsofig #cleanoceans #saveouroceans #takeaction #climate #climatevictory #ocean #sustainability #oceancleanup #recycle #recycling #breakfreefromplastic"
194,"Beach Clean Up - Clean Up No. 44
Location/Lokasi: Pantai Teluk Cempedak
Date/Tarikh: 24.7.2022 

Trash collected/Sampah yang dikutip: 
20 bags mixed waste 

Mostly single use plastic bags, plastic cups, plastic food containers & wrappers, cans, glass bottles, disposable face masks 

Kebanyakkan sampah adalah beg plastik sekali guna, bekas minuman & makanan plastik, bungkusan makanan, tin minuman, botol minuman gelas, pelitup muka sekali guna 

Weight of trash/Berat sampah:
Approximately 60 kg

Number of heroes/Bilangan wira: 18 

We joined the #plogging event organised by @pahangeco at Teluk Cempedak. Beautiful morning listening to the ocean whilst clearing the trash irresponsible people leave on our beaches. All the participants helped raise awareness on the serious issue of trash & plastic pollution on beaches around Kuantan. 

Trash Hero Kuantan telah turut serta untuk sesi plogging yang dianjurkan oleh Pahang Eco di Pantai Teluk Cempedak. Pagi yang cukup cantik. Semua peserta bersemangat kutip sampah yang ditinggalkan di pantai begitu saja oleh orang² yg tidak bertanggungjawab. Sesi plogging ini dijalankan untuk memupuk kesedaran berkenaan isu pencemaran sampah & plastik di pantai² di sekitar Kuantan. 

Thank you all 💛 

#stoplittering #litterpick #environment #awareness #responsibledisposal #nosingleuseplastic #stopplasticpollution #sustainability #ecowarriors #ecovolunteers #eastcoast #beachcleanup #oceancleanup #kutipsampah #sukarelawan #alamsekitar #kesedaran #wirakebersihan #pantaitimur #kuantan #pantaipelindung #pantaibeserah #pantaisepat #pantaibalok #telukcempedak #trashherokuantan #trashheromalaysia #trashheroworld #t8pahangeco2022"
195,"Thank you to all who attended YPN's Cleanup event today, organized with the assistance of Surfrider Florida Keys Chapter. We had a great turnout of around 30 people and surpassed our volunteer goal of 20. Together, in less than 3 hours, we collected nearly 600 lbs of trash from the Tea Table/Indian Fills area in Islamorada. Photo dump #1

#cleanupfloridawaters
#YPN #GiveMoreBack"
196,"14 days of fishing for ghostnets on Langeland are over and it was a complete success 💙 Crazy, how quickly the time has passed!?⁠
⁠
Our catch: A lot of net material, a long gill net and about 60 kg of fishing lures and fishing lead 💪 ⁠
⁠
📸 Benjamin, Joachim, Hubert, Rüdiger, Pia, Manni⁠
_____________________⁠
Eine 14 tägige Netz-Jagt auf Langeland ist zu Ende und war ein voller Erfolg 💙 Wie schnell die Zeit doch vergangen ist!?⁠
⁠
Unsere Ausbeute: Viel Netzmaterial, ein langes Kiemennetz und etwa 60 kg Angelköder und Angelblei 💪 ⁠
⁠
📸 Benjamin, Joachim, Hubert, Rüdiger, Pia, Manni⁠
.⁠
.⁠
.⁠
#oeoo #oneearthoneocean #ghostnets #ghostnetfishing #fischernetz #fishingnet #savetheseas #plasticfree #ecofriendly #sustainable #gogreen #plasticpollution #ocean #marineplastic #plasticpollutes #oceanconservation #savetheocean #oceancleanup #savetheplanet #marinelitter #plasticocean #beachcleanup"
197,"Our Coorong cleanup This week around mundoo island, Kim and I used our small boat “OCA4” to get into 3 shallow water location we’ve not been able to get our larger vessel “OCA3” into due to it’s deeper draft. 
Over 7 hours we were able to successfully removed 126 kilograms worth of rubbish from the Coorong before it entered the southern ocean. 
Special thanks to @yamahaoutboardsaus for making this possible.

#beachbushmarine #yamaharightwaters 
#coorongcleanup #oceancleanup #coorong #lookaftercountry #australia #respectnature #yamaha #oca4 #ocasack"
198,"How a shirt can make a difference......
Until Sunday midnight, each order in our store funds the recovery and recycling of 1kg ocean- bound plastic. 
All shirts are printed on soft organic cotton in a renewable energy powered factory. Delivered in plastic free packaging. No code needed.
#oceancleanup #oceanplastic #plasticfreeoceans #plasticfreeseas #plasticfreeliving #plasticpollution #climateemergency #ukfashion #ukclothingbrands #organicclothinguk #sustainablebusinessuk #ukvegans #veganfashion #oceanwaves #sustainableclothing #climatechangeawareness #cleanfashion #ethicalfashion #sustainablegifts #sustainableclothing #givebacktonature #teemillstore #consciousfashion #consciousconsumer #buylesschoosewell #usefulgifts #plasticfreeliving #plasticfreejuly #plasticsoup #forthenextgeneration"
199,"The IBSS-PMDP Team is now over two weeks into the first cleanup of the season and has successfully removed 57,665 pounds of ghost nets from the reefs of Kamokuokamohoaliʻi (Maro Reef) and the shorelines of Kamole! That’s equivalent to 55 grand pianos!

Follow their progress here: http://ow.ly/M1PI50K1ttp

#OceanCleanup #PlasticFreeJuly"
